bidder_id,company_name,login_email,aadhaar_number,pan_number,gstin,cin_number,is_msme,udyam_reg_no,fy_turnover_cr,ca_udin,mii_percentage,director_name,director_din,registered_address,tampered_flag
BID_1213,"Shanker, Kalita and Ravel LLP",gem.desk@shankerkalitaandravel.in,XXXX XXXX 6113,YIACR7716L,27YIACR7716L9ZG,U82608TN2014BBF569881,False,UDYAM-MH-10-8237280,216.68,24698614MNJRQY0756,75.5,Eshana Savant,35978868,"Plot 184, Rudrapur Industrial Estate, Uttarakhand - 270787",False
BID_1214,Dar-Vora Pvt Ltd,bids@darvora.in,XXXX XXXX 7331,QVNCT6167Q,09QVNCT6167Q2ZM,L77097GJ2007POX359769,False,UDYAM-UP-66-6120292,168.78,24780979IRFOUR2244,39.4,Matthew Dixit,11989975,"Plot 52, Baddi Industrial Area, Himachal Pradesh - 462986",False
BID_1215,"Babu, Bansal and Acharya LLP",contact@babubansalandacharya.biz.in,XXXX XXXX 7131,XDRCH7943Q,33XDRCH7943Q6ZN,U50061MH2005EYT811350,False,UDYAM-TN-24-0481040,128.26,24014905YNQLMN7374,37.4,Azad Kale,92869657,"Plot 163, Sanand GIDC Industrial Area, Ahmedabad - 373374",False
BID_1216,Kulkarni-Agate Pvt Ltd,info@kulkarniagate.biz.in,XXXX XXXX 7957,BRMCO1788V,09BRMCO1788V1ZK,U33103TN1999VSF134508,False,UDYAM-UP-80-8268588,61.71,24643677KIYYWH9007,41.5,Advay Hayer,45782578,"Plot 128, Guindy Industrial Estate, Chennai - 698463",False
BID_1217,Chowdhury-Bhargava Limited,info@chowdhurybhargava.biz.in,XXXX XXXX 4615,YITCU2887H,07YITCU2887H6ZL,L87678TN2013FUX080601,True,UDYAM-DL-99-2570289,16.67,24225694SDENTN6191,24.3,Raksha Dar,49362935,"Plot 84, Whitefield Industrial Zone, Bengaluru - 134590",False
BID_1218,"Agarwal, Choudhry and Tandon Limited",info@agarwalchoudhryandtandon.co.in,XXXX XXXX 8861,MCRCH1806Q,09MCRCH1806Q2ZQ,L17873DL2022EUB829495,True,UDYAM-UP-87-2894126,38.46,24495917UCDWFG3962,31.4,Bhavika Sani,38397062,"Plot 139, Taloja MIDC, Navi Mumbai - 702381",False
BID_1219,Narayanan PLC Pvt Ltd,gem.desk@narayananplc.biz.in,XXXX XXXX 8680,GKMCJ5163I,27GKMCJ5163I7ZL,U09553GJ2005YBH415130,True,UDYAM-MH-44-2984203,25.76,24802699OKKZHV9199,77.7,Brijesh Goswami,22623482,"Plot 249, Manesar Industrial Area, Gurugram - 127421",False
BID_1220,Mangal-Virk LLP,sales@mangalvirk.co.in,XXXX XXXX 4864,BLECX9394H,07BLECX9394H4ZT,L20663MH2018XCZ734928,True,UDYAM-DL-78-4736910,40.00,24451533FQYKYH1588,46.4,Kashvi Johal,02085304,"Plot 140, MIDC Industrial Area, Pune - 364103",True
BID_1221,"Gera, Buch and Bumb Limited",info@gerabuchandbumb.biz.in,XXXX XXXX 6256,SEJCE1551N,07SEJCE1551N4ZM,L00987MH2006PME590502,False,UDYAM-DL-12-4010232,238.74,24740432BUCWVN0163,25.7,Bhavna Maharaj,70501850,"Plot 86, Sanand GIDC Industrial Area, Ahmedabad - 132787",False
BID_1222,Chaudhry-Contractor Limited,gem.desk@chaudhrycontractor.in,XXXX XXXX 0240,XJSCG8402B,33XJSCG8402B7ZB,U66342KA2020SMS653436,True,UDYAM-TN-67-0525457,3.22,24076194JOEMYT8034,54.2,Ladli Dani,21264145,"Plot 155, Whitefield Industrial Zone, Bengaluru - 462124",True
BID_1223,"Karpe, Sule and Bora LLP",info@karpesuleandbora.in,XXXX XXXX 9007,ZMCCR1956S,33ZMCCR1956S4ZI,U19704DL2003WED323900,True,UDYAM-TN-47-4238985,25.86,24381958RWCKGT9294,29.2,Damini Sood,10689159,"Plot 162, Rudrapur Industrial Estate, Uttarakhand - 188536",False
BID_1224,Hora-Raju Pvt Ltd,admin@horaraju.com,XXXX XXXX 4801,HVKCL0024T,07HVKCL0024T4Z5,U24847TN2024AZZ381481,False,UDYAM-DL-47-7354050,242.85,24045808SIXGRD7773,45.7,Samesh Mukherjee,46409206,"Plot 183, Manesar Industrial Area, Gurugram - 808374",False
BID_1225,"Bansal, Basu and Verma Limited",gem.desk@bansalbasuandverma.in,XXXX XXXX 1009,RDMCO0669I,24RDMCO0669I1ZD,U94904GJ2021HUZ245346,True,UDYAM-GJ-34-8995200,21.63,24877219XPJRYC4230,52.2,Turvi Dhingra,26506262,"Plot 209, Hosur Industrial Estate, Hosur - 727455",False
BID_1226,Garg-Lala LLP,gem.desk@garglala.in,XXXX XXXX 7831,VOHCD5784Z,29VOHCD5784Z4ZI,L51122MH2019UCK459496,False,UDYAM-KA-67-3748322,201.64,24309417VRAGGQ2700,60.0,Chakradev Barad,95565637,"Plot 249, Guindy Industrial Estate, Chennai - 717331",False
BID_1227,"Walla, Pathak and Bains Pvt Ltd",procurement@wallapathakandbains.co.in,XXXX XXXX 8209,YIHCX9111Q,27YIHCX9111Q7ZH,U61209TN2019IFE767643,False,UDYAM-MH-68-6992868,173.59,24283782CNWDOQ1396,49.0,Sachi Ranganathan,55520711,"Plot 42, Peenya Industrial Area, Bengaluru - 654355",False
BID_1228,Chanda-De Pvt Ltd,bids@chandade.co.in,XXXX XXXX 9367,RAGCZ6650W,09RAGCZ6650W9ZO,L19996TN2005XLD199128,True,UDYAM-UP-49-9770369,35.38,24627070HZHXFA0335,54.4,Falak Hans,56141641,"Plot 62, Sanand GIDC Industrial Area, Ahmedabad - 282156",False
BID_1229,"Oza, Kant and Raghavan Limited",procurement@ozakantandraghavan.co.in,XXXX XXXX 6165,TTSCL5213A,24TTSCL5213A9ZB,U14874GJ2005RIY790130,False,UDYAM-GJ-43-1447957,233.36,24788162LPKYWL4556,91.2,Dhriti Sur,54514034,"Plot 67, Guindy Industrial Estate, Chennai - 497928",False
BID_1230,Mane-Bawa LLP,info@manebawa.biz.in,XXXX XXXX 1914,MDPCT2601Y,33MDPCT2601Y9Z0,U21809MH2001WHO689361,True,UDYAM-TN-13-7207051,4.71,24769928CBKXGX2803,62.7,Nidhi Narula,90901055,"Plot 46, Noida Sector 63 Industrial Area, Noida - 580341",False
BID_1231,Keer LLP,gem.desk@keer.com,XXXX XXXX 3629,YELCX8760Y,24YELCX8760Y8ZG,U42623KA2009STX524335,False,UDYAM-GJ-96-9670040,162.74,24753190RYRBHG4165,22.2,Dev Kara,64600759,"Plot 18, Patparganj Industrial Area, New Delhi - 419147",False
BID_1232,"Khatri, Garde and Hegde Limited",procurement@khatrigardeandhegde.co.in,XXXX XXXX 6157,VFSCZ0154X,24VFSCZ0154X4ZS,L40426GJ2005ITI894878,False,UDYAM-GJ-29-7562762,12.24,24628565MVXFXR0330,56.6,Chatresh Shetty,06421115,"Plot 86, Peenya Industrial Area, Bengaluru - 710376",False
BID_1233,"Balakrishnan, Deep and Basak Limited",procurement@balakrishnandeepandbasak.co.in,XXXX XXXX 6343,ASACZ7040L,09ASACZ7040L1Z5,U17184MH2021MSU089135,False,UDYAM-UP-90-9762062,148.88,24678781ZZHZLX5233,55.1,Girish Bail,54240636,"Plot 87, Patparganj Industrial Area, New Delhi - 109630",True
BID_1234,Chaudhry-Krishnan Limited,gem.desk@chaudhrykrishnan.biz.in,XXXX XXXX 3170,JWUCR5369P,29JWUCR5369P8ZD,U04063UP2011TBN849907,True,UDYAM-KA-31-8301579,39.52,24644890ORVJKE9055,22.2,Harrison Panchal,37021505,"Plot 108, Rudrapur Industrial Estate, Uttarakhand - 578012",False
BID_1235,"Johal, Ghosh and Chaudhari Pvt Ltd",procurement@johalghoshandchaudhari.co.in,XXXX XXXX 3707,LZXCE4641Z,24LZXCE4641Z4Z9,L55735TN1996JTF631119,False,UDYAM-GJ-66-3766148,214.74,24424590FCSLJZ5010,43.3,Pooja Madan,82647690,"Plot 63, Noida Sector 63 Industrial Area, Noida - 811117",False
BID_1236,"Chaudhari, Bora and Srivastava Pvt Ltd",sales@chaudhariboraandsrivastava.in,XXXX XXXX 9704,GEQCX4913F,33GEQCX4913F4Z9,L15766DL2002TAC871111,True,UDYAM-TN-18-6382758,18.70,24573166ZVFMGI9737,58.9,Mekhala Mohanty,02114397,"Plot 226, Noida Sector 63 Industrial Area, Noida - 989434",False
BID_1237,Mandal Pvt Ltd,gem.desk@mandal.co.in,XXXX XXXX 9846,HBKCG6852Y,24HBKCG6852Y9ZQ,U93424DL2023PJS987996,True,UDYAM-GJ-32-0103951,24.16,24819925XIMARR5992,87.0,Upma Bassi,32239420,"Plot 208, Naroda Industrial Estate, Ahmedabad - 775445",False
BID_1238,Ahluwalia-Dani LLP,info@ahluwaliadani.com,XXXX XXXX 3923,WEUCX3031S,33WEUCX3031S9ZI,L38700UP2022QJG157472,True,UDYAM-TN-52-2333172,15.38,24095062NZZEOZ7862,87.3,Geetika Sood,94067356,"Plot 108, Okhla Industrial Estate, New Delhi - 639419",False
BID_1239,"Mital, Rajagopalan and Uppal Limited",admin@mitalrajagopalananduppal.co.in,XXXX XXXX 8718,HVJCE9631X,24HVJCE9631X5ZQ,L97565GJ2013VYE298232,True,UDYAM-GJ-77-7442346,19.08,24257818JPASJT2144,20.3,Zaid Naik,33406132,"Plot 125, MIDC Industrial Area, Pune - 954654",True
BID_1240,"Mangat, Saini and Bora LLP",sales@mangatsainiandbora.in,XXXX XXXX 1287,MGXCT2520S,09MGXCT2520S9Z2,U13855MH1999YPV992265,False,UDYAM-UP-83-2430767,186.99,24535971HPQYVM1599,77.3,Yatin Chatterjee,08345006,"Plot 47, Whitefield Industrial Zone, Bengaluru - 622784",False
BID_1241,Basu-Maharaj Limited,sales@basumaharaj.biz.in,XXXX XXXX 8475,CPSCE3411K,29CPSCE3411K8ZB,U50634DL2023FJD527669,False,UDYAM-KA-36-2066277,67.78,24050720VDNQRD0808,73.1,Sarthak Tripathi,39027162,"Plot 170, Ambattur Industrial Estate, Chennai - 528859",False
BID_1242,Verma Pvt Ltd,contact@verma.com,XXXX XXXX 5572,CUDCH1833W,07CUDCH1833W7ZX,U60984UP2017LXK077876,False,UDYAM-DL-04-5720587,166.04,24723583VCWSAQ8550,62.2,Priya Shanker,20150684,"Plot 22, Noida Sector 63 Industrial Area, Noida - 493389",False
BID_1243,"Grover, Mallick and Mahal Limited",gem.desk@grovermallickandmahal.biz.in,XXXX XXXX 4297,IZKCL5223N,07IZKCL5223N8Z7,U05499DL2009LXM087716,True,UDYAM-DL-55-3073736,27.04,24649306NHDESD7022,85.0,Sara Raju,16883006,"Plot 70, Baddi Industrial Area, Himachal Pradesh - 341773",False
BID_1244,Vala-Lad LLP,procurement@valalad.com,XXXX XXXX 8104,OJJCD0274L,07OJJCD0274L9Z4,L42150MH1997WVX213018,True,UDYAM-DL-63-6533203,39.18,24766599AILLJA8402,48.5,Raagini Sha,81147822,"Plot 102, Hosur Industrial Estate, Hosur - 667942",False
BID_1245,Bhat-Shroff LLP,bids@bhatshroff.biz.in,XXXX XXXX 6379,MECCH6744T,33MECCH6744T1ZG,L58330DL2012MYX175737,True,UDYAM-TN-26-1974411,22.42,24124038WMFAIA5374,25.4,Varsha Chaudhary,65447305,"Plot 105, Taloja MIDC, Navi Mumbai - 523092",False
BID_1246,"Kapoor, Sahota and Uppal Limited",contact@kapoorsahotaanduppal.biz.in,XXXX XXXX 6669,CSACJ8248J,09CSACJ8248J1ZO,U10105GJ1998YOD041160,True,UDYAM-UP-74-9472841,32.66,24339849UVFBCY8129,71.8,Yagnesh Dhingra,09190360,"Plot 111, Taloja MIDC, Navi Mumbai - 668214",False
BID_1247,Dugal PLC Limited,admin@dugalplc.in,XXXX XXXX 8520,XILCV0870F,33XILCV0870F4ZE,L82483DL2004FEJ309590,False,UDYAM-TN-55-5136680,119.15,24083599IYSCRH1917,47.4,Zaid Chopra,70667102,"Plot 184, Whitefield Industrial Zone, Bengaluru - 639010",False
BID_1248,Krishnamurthy PLC Pvt Ltd,gem.desk@krishnamurthyplc.in,XXXX XXXX 5428,OJNCH0264Q,33OJNCH0264Q3ZZ,L64745GJ2000KMD931440,False,UDYAM-TN-97-6338582,193.53,24400073XUDHIO5263,88.6,Elijah Salvi,78597624,"Plot 13, Okhla Industrial Estate, New Delhi - 743867",False
BID_1249,Agrawal-Banerjee Pvt Ltd,contact@agrawalbanerjee.in,XXXX XXXX 2630,AXPCQ5853B,29AXPCQ5853B9ZT,U19401KA2016OVL490003,False,UDYAM-KA-44-4642506,222.18,24659632WGCKUM4592,55.0,Mohammed Vyas,90532485,"Plot 147, Okhla Industrial Estate, New Delhi - 362471",False
BID_1250,Sangha Pvt Ltd,procurement@sangha.com,XXXX XXXX 1760,BXLCE6159B,07BXLCE6159B7ZM,L58067TN2022DKS127223,True,UDYAM-DL-40-2891024,20.57,24070882GBSKHL4465,37.3,Yachana Tandon,46794602,"Plot 27, Noida Sector 63 Industrial Area, Noida - 849260",False
BID_1251,Borra Limited,bids@borra.biz.in,XXXX XXXX 6875,CQMCG7758M,33CQMCG7758M9Z4,U65255TN2017MZX550109,False,UDYAM-TN-94-6114797,86.37,24268937XVEBWJ0156,68.9,Omaja Prabhu,01667342,"Plot 87, Naroda Industrial Estate, Ahmedabad - 924268",False
BID_1252,Bal LLP,sales@bal.co.in,XXXX XXXX 7277,WBSCU1515W,29WBSCU1515W8ZN,L83741MH1996CMT927096,False,UDYAM-KA-74-5457877,6.17,24189044LPZHJF3454,92.3,Zinal Ben,24237588,"Plot 190, Patparganj Industrial Area, New Delhi - 406416",False
BID_1253,Korpal-Kala Pvt Ltd,gem.desk@korpalkala.in,XXXX XXXX 4010,RFECR6724F,07RFECR6724F2Z9,U82196DL2016DXK335930,False,UDYAM-DL-97-4720413,35.63,24061075RMUJCQ4805,82.6,Lucky Kalla,23882111,"Plot 102, Baddi Industrial Area, Himachal Pradesh - 852716",False
BID_1254,Venkataraman Pvt Ltd,info@venkataraman.co.in,XXXX XXXX 1632,DLSCB8440T,24DLSCB8440T4ZA,L06952UP2007RCJ324321,False,UDYAM-GJ-42-3711022,104.81,24383970CZULFH8519,87.5,Akshay Kanda,55104198,"Plot 144, Naroda Industrial Estate, Ahmedabad - 263876",False
BID_1255,"Sastry, Tella and Bava Pvt Ltd",admin@sastrytellaandbava.com,XXXX XXXX 8460,ZJVCU8827M,29ZJVCU8827M7ZE,U62290DL2006FNH860374,True,UDYAM-KA-70-4165260,22.91,24178584KKVTAA8259,48.9,Pranit Ghosh,34043480,"Plot 120, Patparganj Industrial Area, New Delhi - 648952",False
BID_1256,Atwal-Nagi LLP,procurement@atwalnagi.co.in,XXXX XXXX 6255,ASXCN5475I,09ASXCN5475I6ZP,U67722TN2011RHW614143,False,UDYAM-UP-70-7731407,216.90,24102072WMGZQG3745,46.6,Rayaan Shanker,77402745,"Plot 250, Ambattur Industrial Estate, Chennai - 339349",False
BID_1257,Wali Limited,info@wali.com,XXXX XXXX 6681,RDCCZ2005O,07RDCCZ2005O4ZW,L70782GJ2007VAV080818,False,UDYAM-DL-35-5323132,106.55,24056065ZREPWU9804,39.3,Upkaar Prasad,67602818,"Plot 115, MIDC Industrial Area, Pune - 497586",False
BID_1258,Rai LLP,admin@rai.co.in,XXXX XXXX 0097,QMICU0288U,27QMICU0288U5ZK,U59009UP2002JWG317790,False,UDYAM-MH-74-0667710,117.62,24813677LRCXEH8269,67.2,Amruta Nazareth,34768574,"Plot 244, Sanand GIDC Industrial Area, Ahmedabad - 465495",False
BID_1259,"Mandal, Datta and Gala Limited",contact@mandaldattaandgala.biz.in,XXXX XXXX 5113,WDBCK8927I,27WDBCK8927I2Z1,L10314UP2003VVF922110,True,UDYAM-MH-20-4322989,36.16,24793861VGKBMY4819,32.2,Balvan Singhal,72437966,"Plot 99, Peenya Industrial Area, Bengaluru - 544075",False
BID_1260,Narang Limited,info@narang.biz.in,XXXX XXXX 9937,HGWCN5497M,24HGWCN5497M5ZJ,U14311GJ2002PGA354406,False,UDYAM-GJ-18-4851555,130.27,24310253TNKROX2263,89.1,Zansi Brar,17748962,"Plot 67, Baddi Industrial Area, Himachal Pradesh - 914521",False
BID_1261,Badal PLC Limited,info@badalplc.in,XXXX XXXX 8097,FDFCI5147V,29FDFCI5147V3Z6,U26989KA2016GJS197589,False,UDYAM-KA-75-4142980,35.58,24414823JYFHLF7043,52.6,Azaan Thakkar,53048277,"Plot 206, Taloja MIDC, Navi Mumbai - 549227",False
BID_1262,"Patel, Chakrabarti and Bhandari Pvt Ltd",contact@patelchakrabartiandbhandari.in,XXXX XXXX 5945,SEYCI3729Q,29SEYCI3729Q6Z7,U45314TN2013ZXP561201,False,UDYAM-KA-51-8510946,108.82,24452374LLQPVA9645,46.8,Bakhshi Nagar,47429910,"Plot 74, Guindy Industrial Estate, Chennai - 052197",False
BID_1263,Mistry LLP,contact@mistry.in,XXXX XXXX 0350,PAZCF4370F,07PAZCF4370F7Z8,L16365KA2005AJV551327,False,UDYAM-DL-29-7087471,204.71,24084325RPAEQG2816,29.7,Priya Sheth,30851660,"Plot 206, Rudrapur Industrial Estate, Uttarakhand - 279335",False
BID_1264,"Shere, Dutt and Saxena LLP",admin@shereduttandsaxena.biz.in,XXXX XXXX 5908,IFRCZ6996V,24IFRCZ6996V6ZA,L25450TN2022IEP619014,False,UDYAM-GJ-26-1848277,45.75,24710344LGQTMF8931,56.6,Gagan Vohra,90583170,"Plot 108, Hosur Industrial Estate, Hosur - 593095",True
BID_1265,"Shetty, Raju and Chander Limited",gem.desk@shettyrajuandchander.in,XXXX XXXX 4551,QTPCT9670M,27QTPCT9670M8Z4,L96682GJ2008CDR044271,True,UDYAM-MH-92-1498531,17.22,24118770KLEXGC0255,86.9,Omya Gole,50648139,"Plot 71, Hosur Industrial Estate, Hosur - 072316",False
BID_1266,Krishna Pvt Ltd,sales@krishna.com,XXXX XXXX 4269,VGVCF8572F,07VGVCF8572F4ZG,L39256KA2015BMR250931,False,UDYAM-DL-23-1334463,105.99,24937283TXMSND8629,85.1,Harish Bhagat,72710134,"Plot 83, Whitefield Industrial Zone, Bengaluru - 765941",False
BID_1267,Shere-Kant Pvt Ltd,info@sherekant.biz.in,XXXX XXXX 4319,SLRCI4482U,29SLRCI4482U6Z3,L10804TN2005NUJ544811,False,UDYAM-KA-74-1882921,49.54,24484006YYEKNX8883,85.0,Chandani Kara,61302937,"Plot 112, Baddi Industrial Area, Himachal Pradesh - 506560",True
BID_1268,"Nayar, Sanghvi and Mukherjee Pvt Ltd",gem.desk@nayarsanghviandmukherjee.in,XXXX XXXX 4093,XIJCF5878E,24XIJCF5878E3Z9,L61786DL1996TZA933675,False,UDYAM-GJ-37-0138534,234.95,24848728FNAMPL9413,59.8,Hritik Bakshi,68482712,"Plot 97, Rudrapur Industrial Estate, Uttarakhand - 112511",False
BID_1269,Sharaf-Sharma Limited,bids@sharafsharma.co.in,XXXX XXXX 0363,VOMCI2016I,27VOMCI2016I8ZR,U74274DL2013UYL677832,False,UDYAM-MH-01-1894088,27.61,24244726MGEAXJ0333,90.8,Rajata Soni,63620060,"Plot 200, Okhla Industrial Estate, New Delhi - 838175",False
BID_1270,Chanda Limited,contact@chanda.in,XXXX XXXX 6872,ZTZCC6705C,24ZTZCC6705C4ZG,U85317TN2020SBA491021,False,UDYAM-GJ-56-1426960,100.62,24358092PGXHTA4194,27.6,Avni Parmar,91633505,"Plot 17, Taloja MIDC, Navi Mumbai - 811527",False
BID_1271,Karpe-Deep Limited,procurement@karpedeep.com,XXXX XXXX 4290,NWACJ9073U,33NWACJ9073U3ZV,L25565TN1995KDT023864,False,UDYAM-TN-38-7162804,24.82,24835718GZDMSZ5369,21.6,Zehaan Loyal,59502556,"Plot 138, Whitefield Industrial Zone, Bengaluru - 921410",False
BID_1272,Sheth Pvt Ltd,contact@sheth.com,XXXX XXXX 7450,UWFCL8292W,09UWFCL8292W4Z6,L04781GJ2018XCM715901,True,UDYAM-UP-13-8029113,32.73,24173212GYJMMN4828,67.9,Ishanvi Setty,47577272,"Plot 40, Guindy Industrial Estate, Chennai - 224710",False
BID_1273,"Din, Rai and Apte Pvt Ltd",contact@dinraiandapte.com,XXXX XXXX 1826,CYPCN1866Q,07CYPCN1866Q5ZJ,U26622UP2018OWU006552,True,UDYAM-DL-35-2854096,12.36,24652714JEDMKK0621,45.8,Divya Deol,66404868,"Plot 4, Naroda Industrial Estate, Ahmedabad - 000664",True
BID_1274,"Sankar, Chaudhry and Lall Pvt Ltd",gem.desk@sankarchaudhryandlall.com,XXXX XXXX 6472,VOXCX4336P,33VOXCX4336P3Z4,U56004UP2019RCD316536,True,UDYAM-TN-18-2881987,30.83,24502242FRIDCX1904,41.1,Panini Bajaj,99292815,"Plot 120, Rudrapur Industrial Estate, Uttarakhand - 616541",False
BID_1275,"Nagar, Talwar and Oak LLP",bids@nagartalwarandoak.co.in,XXXX XXXX 2716,ANQCA5729L,33ANQCA5729L5ZH,U10604GJ2002AGQ860035,False,UDYAM-TN-58-9597976,40.09,24219968GWJKJI5963,83.8,Aarna Parmer,77169270,"Plot 52, Sanand GIDC Industrial Area, Ahmedabad - 153213",False
BID_1276,Kade-Krishna Limited,bids@kadekrishna.co.in,XXXX XXXX 8971,NXFCQ8646G,07NXFCQ8646G3ZB,U98082GJ1995OOG229015,True,UDYAM-DL-15-3652155,21.23,24775887XFWXSX3538,48.7,Tanveer Chatterjee,14356194,"Plot 237, Taloja MIDC, Navi Mumbai - 180040",False
BID_1277,"Korpal, Anne and Venkataraman LLP",admin@korpalanneandvenkataraman.co.in,XXXX XXXX 7876,GYDCU9790Q,29GYDCU9790Q2ZD,U87901DL2023VHI358430,True,UDYAM-KA-80-7828681,34.91,24576217YHTQAC9956,90.0,Ucchal Khosla,83265883,"Plot 245, Peenya Industrial Area, Bengaluru - 045447",False
BID_1278,"Bose, Koshy and Sinha Pvt Ltd",info@bosekoshyandsinha.in,XXXX XXXX 7207,XWLCH1511X,33XWLCH1511X6Z3,L33726DL2010BWU188332,True,UDYAM-TN-57-6280776,25.26,24251046ZZMEXY8008,26.6,Sanya Chander,37899955,"Plot 127, Rudrapur Industrial Estate, Uttarakhand - 247908",False
BID_1279,"Prakash, Bera and Wable LLP",admin@prakashberaandwable.co.in,XXXX XXXX 5760,MQVCZ2280G,29MQVCZ2280G3Z9,L92793KA2016VVA008720,False,UDYAM-KA-51-1926804,65.15,24418711GDPOVF3155,38.3,Andrew Khatri,04975984,"Plot 131, Rudrapur Industrial Estate, Uttarakhand - 613943",False
BID_1280,"Bala, Basu and Patla Limited",contact@balabasuandpatla.biz.in,XXXX XXXX 3921,ZCXCZ2817Z,27ZCXCZ2817Z3ZC,U33473MH2011LXC618384,True,UDYAM-MH-45-3735047,26.34,24180187XWEWJZ1627,76.3,Sudiksha Bal,08873694,"Plot 72, Naroda Industrial Estate, Ahmedabad - 685215",False
BID_1281,Uppal LLP,procurement@uppal.com,XXXX XXXX 1858,STMCT9641Y,29STMCT9641Y1ZY,U87565UP2018QBK431434,False,UDYAM-KA-46-5780844,49.26,24716425FSPQWI5452,68.0,Omkaar Bora,31027254,"Plot 246, Whitefield Industrial Zone, Bengaluru - 067077",False
BID_1282,Yadav-Yogi Limited,contact@yadavyogi.com,XXXX XXXX 8587,YWPCM2706C,29YWPCM2706C4Z5,L41537MH2001KFF191825,False,UDYAM-KA-53-8968996,196.81,24788768IWQGOP6061,77.0,Bachittar Gera,07489844,"Plot 142, Okhla Industrial Estate, New Delhi - 679641",False
BID_1283,"Majumdar, Vasa and Setty Pvt Ltd",contact@majumdarvasaandsetty.in,XXXX XXXX 8842,QWECN0445J,09QWECN0445J5Z4,U18632MH2017IDO071949,True,UDYAM-UP-68-2022471,17.68,24107650GYCLAB1041,37.7,Udant Jaggi,81162703,"Plot 219, Noida Sector 63 Industrial Area, Noida - 675509",False
BID_1284,Jani-Sawhney Pvt Ltd,admin@janisawhney.co.in,XXXX XXXX 5513,VFOCH2367T,33VFOCH2367T2Z7,L14962MH2023IGU855898,False,UDYAM-TN-32-3240393,15.59,24425323CVQSXT7384,71.9,Manan Morar,69176699,"Plot 175, Hosur Industrial Estate, Hosur - 492201",False
BID_1285,"Bhasin, Narayanan and Parmar Pvt Ltd",info@bhasinnarayananandparmar.com,XXXX XXXX 9282,KQICS7293O,07KQICS7293O4ZO,U66680DL2010NWV795760,True,UDYAM-DL-08-3253908,1.80,24256943XMZNZM3731,88.9,Chavvi Sabharwal,07970653,"Plot 157, Naroda Industrial Estate, Ahmedabad - 772617",False
BID_1286,Talwar-Chaudhari Limited,bids@talwarchaudhari.com,XXXX XXXX 2766,AGUCO6138P,27AGUCO6138P3ZW,U67128MH2024WCV967117,True,UDYAM-MH-44-2577548,21.72,24924679BVDVVX2186,28.9,Brinda Narula,39995003,"Plot 134, Sanand GIDC Industrial Area, Ahmedabad - 204898",False
BID_1287,"Dutt, Mishra and Parekh LLP",admin@duttmishraandparekh.com,XXXX XXXX 6936,LVDCG8464R,29LVDCG8464R8ZZ,L83649GJ2017IYF763321,False,UDYAM-KA-55-2665040,199.41,24476074RUBSSH9444,59.2,Yash Sandal,16562852,"Plot 69, Taloja MIDC, Navi Mumbai - 996015",False
BID_1288,Nagy LLP,procurement@nagy.com,XXXX XXXX 0568,DZWCV0796E,29DZWCV0796E9ZU,U35047DL2003CPZ475757,True,UDYAM-KA-95-1345658,5.64,24103019LBSKUZ1864,38.2,Falan Dewan,92965448,"Plot 35, Hosur Industrial Estate, Hosur - 104161",False
BID_1289,Wason PLC Limited,admin@wasonplc.in,XXXX XXXX 1101,SEMCG5240Q,24SEMCG5240Q8ZV,L55422UP2015SMD844636,False,UDYAM-GJ-76-4589877,180.40,24769870XHJAJO1864,94.6,Banjeet Krishnamurthy,95021741,"Plot 199, Peenya Industrial Area, Bengaluru - 909385",False
BID_1290,Shroff-Saran LLP,contact@shroffsaran.in,XXXX XXXX 9228,FZYCZ8091H,09FZYCZ8091H9ZO,U57192DL2016IAS086777,False,UDYAM-UP-89-3969114,202.75,24649988BDYKET3625,62.9,Abeer Khanna,93803807,"Plot 93, Okhla Industrial Estate, New Delhi - 280364",False
BID_1291,Barad-Sen LLP,info@baradsen.com,XXXX XXXX 4514,UCBCV3281J,24UCBCV3281J4ZF,U30337KA2017UBL369074,False,UDYAM-GJ-71-1435355,15.87,24010585ELEWGH3287,52.9,Lucky Rastogi,34469834,"Plot 50, Whitefield Industrial Zone, Bengaluru - 291203",False
BID_1292,Sarin LLP,admin@sarin.in,XXXX XXXX 2096,JLTCM1233F,33JLTCM1233F1Z7,U84928DL2018KGT454167,False,UDYAM-TN-14-0368715,75.91,24346315EFMHON0211,76.7,Triya Basak,66293593,"Plot 92, Peenya Industrial Area, Bengaluru - 785413",False
BID_1293,Kapoor Pvt Ltd,contact@kapoor.co.in,XXXX XXXX 5890,KCNCT0189Y,27KCNCT0189Y5ZE,U21702KA2010IXT559373,False,UDYAM-MH-58-3709623,196.67,24726475YOVRQS7157,65.5,Anusha Madan,17878849,"Plot 118, Rudrapur Industrial Estate, Uttarakhand - 512655",True
BID_1294,Chopra-Thakkar Pvt Ltd,info@choprathakkar.biz.in,XXXX XXXX 9483,ZBCCE8366W,09ZBCCE8366W8ZE,L63623UP2017BYC116333,True,UDYAM-UP-79-6517109,30.05,24811484VKLEPO2720,85.0,Chaitaly Gera,89247565,"Plot 56, Naroda Industrial Estate, Ahmedabad - 394814",False
BID_1295,"Dara, Srivastava and Vohra LLP",procurement@darasrivastavaandvohra.com,XXXX XXXX 6180,LPCCL4426I,33LPCCL4426I3Z5,U46193MH2024KRM647638,True,UDYAM-TN-63-1916986,9.37,24271982VFRLGF6928,88.2,Kai Rama,38450731,"Plot 143, Ambattur Industrial Estate, Chennai - 494035",False
